,Gaia DR3 source ID,2MASS ID,ra,dec
0,5085509597958589184,03345037-2431354,53.70982641428496,-24.526500599846106
1,3462639162734302464,12043381-3503489,181.14086661239304,-35.06355475482409
2,6502798709139275136,23164722-5003200,349.19687330946414,-50.05560947413756
3,6836154657401562112,21251584-1530166,321.3160291592468,-15.504623952535336
4,2886776063720502144,06113860-3318218,92.91089193790148,-33.305983152851475
5,6705842630930258816,18454108-4531283,281.4211965111351,-45.5245231043582
6,387557473467906432,00425960+4332219,10.748314870729692,43.539395450936894
7,3889059420143391744,10333938+1548335,158.41416942217467,15.809269045467753
8,2144442781092733952,18513605+5059043,282.9002425706236,50.98455846299184
9,1406113335695903872,16421924+4510508,250.580153158061,45.18080451037062
10,1815157499757887488,20301140+1819156,307.5474968952103,18.321000870659336
11,1704765570250298496,17090439+7625499,257.2685081604979,76.43062220604618
12,4710409831751731712,01134333-6145292,18.430578292886025,-61.75819234381123
13,3772493492333504768,10152021-0723469,153.83425745024073,-7.396410117232013
14,1245496161713883904,14061905+1819411,211.5794566463676,18.328065241389343
15,3017430205815280384,05592648-0921543,89.86037089699093,-9.365070190614
16,302802517288053632,01445439+3030519,26.22663737422572,30.514457396746742
17,3221650540619783040,05205693+0024127,80.23720991428569,0.4035444039736822
18,4420716452299884288,15233475+0127024,230.89475865347603,1.4506340301458822
19,6830573291565067648,21361776-1949076,324.07404248189687,-19.818839070866307
20,907249585730646016,08021186+3710034,120.5494471228406,37.16758761828815
21,1800491354668025344,21431996+2701561,325.8332562967548,27.03224409168907
22,1813144053445574784,20475657+1832337,311.9856856040236,18.54252453625473
23,1673109634053612416,14120305+6646289,213.01285839776384,66.7746631190577
24,6578449850774068224,21345601-4142185,323.73354757924693,-41.70517078095948
25,5260430146906778624,06252975-7648145,96.37399025220668,-76.80402418887343
26,709086185604311552,08253931+3125306,126.4138510432746,31.425168887631987
27,6809873615078147456,21445971-2817558,326.24878240830304,-28.29885062981614
28,6359523376149191936,18370921-8224508,279.28825830474364,-82.41422026100305
29,6770961795500483200,19151430-2321255,288.80959964448044,-23.35714652093502
30,6405864801961715968,22183630-6245385,334.6513258655331,-62.76081095059453
31,352632796577124992,02075728+4502447,31.98866873281702,45.04576533445534
32,3004530769758177280,06175839-1002216,94.49329115920897,-10.03932021793223
33,6877999557398569600,20084781-1417293,302.1992519596707,-14.29152407921191
34,2916199883936404864,06001613-2340393,90.06721322487115,-23.677568593046686
35,344897216879901312,01591488+4010590,29.81201833757572,40.18305979337232
36,6727198140355736448,18271232-3751337,276.8014094288974,-37.85937898914237
37,1052596673505827840,10301507+6348091,157.56280867462513,63.8025296169396
38,3183786280737192704,05000000-0841364,74.9998318731968,-8.693593025148818
39,2256421065353454464,18354128+6432303,278.92191966332075,64.54177563285286
40,1938237827799536512,23240342+4503353,351.0143230063252,45.05980037724313
41,5456960634826855168,10550397-2747058,163.76652377824556,-27.78495298324495
42,2770417668730232192,23571313+1354087,359.304790716074,13.902374486194534
43,4941459109269026560,02021386-4738094,30.557836418067414,-47.63598360010378
44,6612104218072332160,22163291-3229278,334.1371590434352,-32.49109070856677
45,2896314189652820224,06095273-3047354,92.46970178642415,-30.793172612681587
46,5460701448263827968,10175496-3201151,154.47897957691714,-32.02088984920965
47,2095551965773599360,18302786+3553519,277.61611570248226,35.897744344311484
48,6492528514620768896,23234136-5829086,350.9224157422385,-58.48571647795982
49,2942418533272205312,06051360-1913082,91.30666025362883,-19.219034302989
50,4635203064613724288,01130611-7755465,18.275952408049264,-77.92962371484897
51,6376307386787122560,20421242-6928030,310.5516897529335,-69.46752258991867
52,619195165798222208,09321522+1620262,143.06340364899012,16.340614800802104
